email_date	email_subject	rank	company	evaluation	notes
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	3	Rapport Therapeutics	9%	12 Jun: Company CEO, Abraham Ceesay, states in an interview that they are fully prepared to launch RAP-219, an epilepsy medication.
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	4	Praxis Precision Medicines	8%	
6/12/2026	Weekly Market Movers: Global Majors & Industry (12 Jun 2026)	4	Alumis	27%	
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	5	Summit Therapeutics	7%	
6/12/2026	Weekly Market Movers: Global Majors & Industry (12 Jun 2026)	5	Precigen	24%	
6/12/2026	Weekly Market Movers: Global Majors & Industry (12 Jun 2026)	6	TG Therapeutics	23%	
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	6	Dianthus Therapeutics	7%	12 Jun: Company released details of its Phase III trial evaluating DNTH103 for treatment of chronic inflammatory demyelinating polyneuropathy at the 2026 Peripheral Nerve Society (PNS) Annual Meeting.
6/12/2026	Weekly Market Movers: Global Majors & Industry (12 Jun 2026)	7	Clover Health	23%	
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	7	Travere Therapeutics	6%	12 Jun: Shares rise after company granded inducement equity grants to six new employees on 11 June.
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	8	COMPASS Pathways	6%	
6/12/2026	Weekly Market Movers: Global Majors & Industry (12 Jun 2026)	9	Erasca	17%	
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	9	Septerna	6%	
6/12/2026	Daily Market Movers: Global Majors & Industry (12 Jun 2026)	10	Trevi Therapeutics	6%	
6/12/2026	Weekly Market Movers: Global Majors & Industry (12 Jun 2026)	10	MBX Biosciences	17%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	1	Intellia Therapeutics	23%	15 Jun: Company announces additional phase III data for Lonvo-z showcasing that the trial met its secondary endpoints as well as primary endpoints.
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	1	Holy Stone Enterprise	40%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	2	10x Genomics	12%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	2	Shanghai Serum BioTechnology	22%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	3	MBX Biosciences	10%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	3	Alterity Therapeutics	21%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	4	Alteogen	21%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	4	Sumitomo Heavy Industries	9%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	5	Sichuan Biokin Pharmaceutical	16%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	5	Tokuyama	9%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	6	Agios Pharmaceuticals	8%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	6	Suven Life Sciences	16%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	7	LigaChem Biosciences	14%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	7	Precigen	8%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	8	DNA Link	14%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	8	Biohaven	8%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	9	Beam Therapeutics	7%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	9	Sun Pharma Advanced Research	12%	
6/15/2026	Daily Market Movers: Global Majors & Industry (15 Jun 2026)	10	Palvella Therapeutics	7%	
6/15/2026	Weekly Asia Market Movers: Global Majors & Industry (15 Jun 2026)	10	LG Chem	12%	
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	1	Moderna	6%	16 Jun: FDA releases positive briefing documents ahead of key vaccine meeting for company's mFlusiva mRNA-based seasonal flu vaccine.
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	2	Cytokinetics	5%	
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	3	Twist Bioscience	5%	16 Jun: Canaccord initiates company's stock coverage with buy rating.
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	4	Trevi Therapeutics	5%	
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	5	Sumitomo Pharma	5%	16 Jun: Shares rise after company announces encouraging PI/II clinical and translational data on nuvisertib and momelotinib combination at EHA 2026, highlighting investigational combination therapy in relapsed/refractory myelofibrosis and new research findings in menin inhibition in leukaemia.
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	6	Ascendis Pharma	3%	
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	7	MBX Biosciences	3%	
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	8	Clover Health	3%	
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	9	SUGI Holdings	3%	
6/16/2026	Daily Market Movers: Global Majors & Industry (16 Jun 2026)	10	Abbott Laboratories	2%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	1	uniQure	79%	17 Jun: Company receives FDA agreement to use phase I/II data as the basis for an accelerated approval filing of amt-130 in Huntington���s disease, with a BLA submission planned for Q3 2026.
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	2	AMPLIFY-7P study. 3 Indaptus Therapeutics	20%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	2	Elicio Therapeutics	72%	17 Jun: Company reports complete responses in metastatic mKRAS pancreatic cancer following ELI-002 7P treatment in the Phase
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	4	Replimune	14%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	5	REGENXBIO	14%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	6	Rocket Pharmaceuticals	13%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	7	Biohaven	13%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	8	Moderna	12%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	9	Design Therapeutics	11%	
6/17/2026	Daily Market Movers: Global Majors & Industry (17 June 2026)	10	Prime Medicine	10%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	1	Idorsia	26%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	2	OmniAb	16%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	3	Solid Biosciences	14%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	4	MeiraGTx	9%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	5	Ajinomoto	8%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	6	10x Genomics	8%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	7	Personalis	8%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	8	Gingko Bioworks Holding	7%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	9	ASP Isotopes	7%	
6/18/2026	Daily Market Movers: Global Majors & Industry (18th Jun 2026)	10	NeoGenomics	7%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	1	uniQure	68%	17 Jun: Company receives FDA agreement to use phase I/II data as the basis for an accelerated approval filing of amt-130 in huntington���s disease, with a BLA submission planned for Q3 2026.
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	1	Evonik Industries	7%	19 Jun: Company extends efficiency program, 'Tailor made', to implement restructuring and savings measures and drive forward transformation.
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	2	PolyPeptide Group	5%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	2	Outlook Therapeutics	31%	
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	3	Sartorius	5%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	3	Intellia Therapeutics	29%	15 Jun: Company announces additional phase III data for Lonvo-z showcasing that the trial met its secondary endpoints as well as primary endpoints.
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	4	Eckert &amp; Ziegler Group	4%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	4	Nuvectis Pharma	29%	
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	5	Wacker-Chemie	4%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	5	ProQR Therapeutics	28%	
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	6	SUGI Holdings	3%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	6	Moderna	28%	16 Jun: FDA releases positive briefing documents ahead of key vaccine meeting for company's mFlusiva mRNA-based seasonal flu vaccine.
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	7	Rohto Pharmaceutical	3%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	7	Invivyd	26%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	8	Rezolute	26%	
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	8	Cosmo Pharmaceuticals	3%	
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	9	Sumitomo Heavy Industries	2%	19 Jun: SMBC Nikko upgrades Company to 'outperform' from 'neutral' and sets a price target of ��6900.
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	9	Idorsia	25%	
6/19/2026	Daily Market Movers: Global Majors & Industry (19th Jun 2026)	10	Medipal Holdings	2%	
6/19/2026	Weekly Market Movers: Global Majors & Industry (19 Jun 2026)	10	Alpha Teknova	25%	
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	1	Definium Therapeutics	50%	22 Jun: Company announces its Phase
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	1	D&amp;D Pharmatech	30%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	2	PYC Therapeutics	26%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	3	Caliway Biopharmaceuticals	25%	
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	3	Emerge trial evaluating DT120 in adults with major depressive disorder met its primary endpoint, demonstrating a statistically significant and clinically meaningful improvement in MADRS scores compared to placebo. 2 Apogee Therapeutics	47%	22 Jun: Company to be acquired by AbbVie for $10.
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	4	Oruka Therapeutics	18%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	4	Ajinomoto	22%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	5	L&amp;C BIO	15%	
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	5	REGENXBIO	16%	22 Jun: Company announces it has aligned with the FDA on the next steps required for its appeal of the Complete Response Letter received in Feb '26 for Navsunli as a treatment for MPS II.
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	6	Avalo Therapeutics	16%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	6	PharmaEssentia	15%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	7	Mesoblast	13%	
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	7	Jade Biosciences	16%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	8	HLB	12%	
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	8	Outlook Therapeutics	16%	
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	9	OliX Pharmaceuticals	8%	
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	9	billion with the deal expected to close in Q3 '26. 3 Nuvectis Pharma	20%	22 Jun: Company announces it has entered a licensing agreement with Haisco for exclusive ex-China right to two clinical-stage compounds, NXP100 (HSK39297) and NXP200 (HSK42360).
6/22/2026	Daily Market Movers: Global Majors & Industry (22 Jun 2026)	9	MoonLake Immunotherapeutics	15%	22 Jun: Company announces results from its Phase 3 VELA trial evaluating sonelokimab's treatment of moderate-to-severe hidradenitis suppurativa. Furthermore, the company announces a proposed public offering of $150m of its Class A ordinary shares. 10 Cullinan Therapeutics USD
6/22/2026	Weekly Asia Market Movers: Global Majors & Industry (22 Jun 2026)	10	WuXi AppTec	8%	
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	1	Autolus Therapeutics	12%	
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	2	uniQure	10%	
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	3	Iovance Biotherapeutics	9%	
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	4	Aktis Oncology	9%	23 Jun: Shares raise after company was added to the S&amp;P Global BMI Index effective, with the inclusion prompting index-tracking funds to buy the stock and adding mechanical demand to a relatively low-float recent IPO.
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	5	Evommune	8%	
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	6	Viking Therapeutics	8%	23 Jun: Shares raise after Truist initiated coverage with a Buy and $83 price target and Lake Street initiated with a Buy and $89 target, both citing the obesity opportunity for VK2735, alongside a management meeting with B. Riley.
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	7	Ligand Pharmaceuticals	7%	23 Jun: Shares raise after company priced an upsized $625 million 0.0% convertible senior notes offering due 2031, an opportunistic capital raise structured with convertible note hedge/call-spread transactions and a concurrent ~$60 million share repurchase to offset potential dilution, easing dilution concerns while funding general corporate purposes including the pending Xoma Royalty acquisition.
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	8	Edgewise Therapeutics	6%	
6/23/2026	Daily Market Movers: Global Majors & Industry (23 Jun 2026)	9	Vir Biotechnology	6%	&nbs
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	1	Definium Therapeutics	16%	24 Jun: Company announces pricing of $700m upsized public offering. Offering of 20,588,236 common shares, without par value, at a public offering price of $34 per common share.
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	2	NeoGenomics	12%	
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	3	Adaptive Biotechnologies	12%	
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	4	Natera	11%	
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	5	Palvella Therapeutics	10%	
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	6	GeneDx (USA)	10%	
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	7	Repligen	10%	
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	8	Edgewise Therapeutics	9%	
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	9	Viking Therapeutics	9%	24 Jun: Company announces pricing of $700m upsized public offering. Offering of 20,588,236 common shares, without par value, at a public offering price of $34 per common share.
6/24/2026	Daily Market Movers: Global Majors & Industry (24 Jun 2026)	10	10x Genomics	9%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	1	Bio-Techne	20%	25 Jun: Company to be acquired by Merck in an all-cash deal valued at approximately $11.3bn.
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	2	Kymera Therapeutics	17%	25 Jun: Company appointed Felix J. Baker, Ph.D. as Chairman of the Board of Directors.
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	3	Nurix Therapeutics	16%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	4	Sellas Life Sciences Group	15%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	5	AbCellera Biologics	10%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	6	AtaiBeckley	10%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	7	Ascendis Pharma	10%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	8	Aktis Oncology	9%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	9	GeneDx (USA)	8%	
6/25/2026	Daily Market Movers: Global Majors & Industry (25th Jun 2026)	10	COMPASS Pathways	8%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	1	Bio-Techne	23%	25 Jun: Company to be acquired by Merck in an all-cash deal valued at approximately $11.3bn.
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	1	CapForce	346%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	2	Zura Bio	19%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	2	Charles River Laboratories International	17%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	3	Sellas Life Sciences Group	18%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	3	ICON	16%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	4	Incyte	16%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	4	Galectin Therapeutics	17%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	5	Natera	13%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	5	AtaiBeckley	15%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	6	Ascendis Pharma	13%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	6	Idorsia	14%	26 Jun: Company confirms successful closing of Pharmakon loan agreement and full repayment of New Money Facility, strengthening the Company's balance sheet and liquidity.
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	7	Revolution Medicines	12%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	7	Moderna	13%	26 Jun: Shares continue to rise following company's announcements surrounding its early pipeline programs investigating T-cell engager modality with mRNA-2808 for treatment of multiple myeloma and mRNA-2151 in ovarian cancer. As well as mRNA-6007 moving into early development for autoimmune diseases.
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	8	Forte Biosciences	12%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	8	Baxter International	11%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	9	Damora Therapeutics	12%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	9	Danaher	11%	
6/26/2026	Weekly Market Movers: Global Majors & Industry (26th June 2026)	10	Thermo Fisher Scientific	10%	
6/26/2026	Daily Market Movers: Global Majors & Industry (26th Jun 2026)	10	ImmunityBio	12%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	1	HanAll BioPharma	39%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	1	Erasca	15%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	2	Neuren Pharmaceuticals	34%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	2	GNI Group	11%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	3	AbCellera Biologics	10%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	3	Sichuan Biokin Pharmaceutical	31%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	4	Bicara Therapeutics	9%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	4	Keymed Biosciences	28%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	5	Sutro Biopharma	9%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	5	OliX Pharmaceuticals	28%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	6	Ovid Therapeutics	7%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	6	LigaChem Biosciences	22%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	7	Frontier Biotechnologies	21%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	7	Praxis Precision Medicines	7%	29 Jun: Shares raise alongside a Needham price target increase to $575 and the broad biotech rally, even as company disclosed that the FDA extended the relutrigine NDA review by three months, pushing the PDUFA target action date for SCN2A and SCN8A developmental and epileptic encephalopathies from 27 September to 27 December 2026 after classifying additional submitted analyses as a major amendment, with no new studies or safety concerns cited.
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	8	Relay Therapeutics	6%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	8	Sunshine Guojian Pharmaceutical (Shanghai)	21%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	9	RemeGen	19%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	9	Celldex Therapeutics	6%	
6/29/2026	Daily Market Movers: Global Majors & Industry (29 Jun 2026)	10	Taysha Gene Therapies	6%	
6/29/2026	Weekly Asia Market Movers: Global Majors & Industry (29 Jun 2026)	10	WuXi AppTec	18%	
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	1	Abivax	39%	30 Jun: Company announces launch of public offering of American Depositary Shares.
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	2	Contineum Therapeutics	9%	30 Jun: Company announces discovery of potential best-in-class LPAR1 antagonist PIPE-791 in Journal of Medicinal Chemistry.
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	3	Ultragenyx Pharmaceutical	9%	
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	4	Zymeworks	8%	30 Jun: Shares continue to rise after company announces it is to acquire Theravance Biopharma, Inc.
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	5	MeiraGTx	8%	
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	6	C4 Therapeutics	8%	
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	7	Damora Therapeutics	7%	
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	8	Nektar Therapeutics	7%	
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	9	ORIC Pharmaceuticals	7%	
6/30/2026	Daily Market Movers: Global Majors & Industry (30 Jun 2026)	10	Inventiva	6%	
7/1/2026	Daily Market Movers: Global Majors & Industry (01 Jul 2026)	1	Zenas BioPharma	10%	
7/1/2026	Daily Market Movers: Global Majors & Industry (01 Jul 2026)	2	Codexis	7%	
7/1/2026	Daily Market Movers: Global Majors & Industry (01 Jul 2026)	3	Nuvectis Pharma	6%	
7/1/2026	Daily Market Movers: Global Majors & Industry (01 Jul 2026)	4	Biohaven	6%	
7/1/2026	Daily Market Movers: Global Majors & Industry (01 Jul 2026)	8	ImmunityBio	5%	
7/1/2026	Daily Market Movers: Global Majors & Industry (01 Jul 2026)	9	Illumina	5%	
7/1/2026	Daily Market Movers: Global Majors & Industry (01 Jul 2026)	10	GeneDx (USA)	4%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	1	Sellas Life Sciences Group	13%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	2	MannKind	12%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	3	Damora Therapeutics	10%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	5	Moderna	10%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	6	Immunome	10%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	7	Crinetics Pharmaceuticals	9%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	8	Abivax	9%	
7/2/2026	Daily Market Movers: Global Majors & Industry (02 Jul 2026)	10	Otsuka Holdings	9%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	1	Abivax	60%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	1	GENFIT	22%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	3	Moderna	19%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	3	Abivax	6%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	4	Teijin	5%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	4	Damora Therapeutics	18%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	5	Wacker-Chemie	5%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	6	Sumitomo Pharma	4%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	6	Erasca	16%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	7	MeiraGTx	15%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	7	Inventiva	4%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	8	Nanobiotix	4%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	8	Crinetics Pharmaceuticals	15%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	9	Idorsia	4%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	9	Sarepta Therapeutics	14%	
7/3/2026	Daily Market Movers: Global Majors & Industry (3 Jul 2026)	10	Asahi Kasei	4%	
7/3/2026	Weekly Market Movers: Global Majors & Industry (03 Jul 2026)	10	GNI Group	14%	
7/6/2026	Daily Market Movers: Global Majors & Industry (06 Jul 2026)	1	Bioventus	12%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	1	Beijing Hotgen Biotech	59%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	2	Easton Biopharmaceuticals	32%	
7/6/2026	Daily Market Movers: Global Majors & Industry (06 Jul 2026)	3	Omeros	11%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	3	Health and Happiness (H&amp;H) International Holdings	27%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	4	Holy Stone Enterprise	26%	
7/6/2026	Daily Market Movers: Global Majors & Industry (06 Jul 2026)	4	Annexon Biosciences	9%	
7/6/2026	Daily Market Movers: Global Majors & Industry (06 Jul 2026)	5	Towa Pharmaceutical	6%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	5	InventisBio	26%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	6	Frontier Biotechnologies	26%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	7	Clarity Pharmaceuticals	25%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	8	Sichuan Huiyu Pharmaceutical	24%	
7/6/2026	Daily Market Movers: Global Majors & Industry (06 Jul 2026)	8	Alto Neuroscience	6%	
